,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
583,584,11,4,75.0,13500,1,0,3,3,0,4,0,17,0,3,0,4,10,8,1893,2000,1,1,13,14,3,0.0,0,0,0,4,4,4,6,0,6,0,1237,1237,1,2,1,5,1521,1254,0,2775,0,0,3,1,3,1,2,9,6,1,Gd,6,1988.0,Unf,2,880,3,5,2,105,502,0,0,0,0,,0,0,0,7,2008,8,4,325000
1295,1296,4,3,70.0,8400,1,0,3,3,0,4,0,12,1,2,0,2,5,4,1968,1968,3,1,6,6,2,168.0,3,4,1,4,4,1,2,1016,6,0,36,1052,1,2,1,5,1052,0,0,1052,1,0,1,1,3,1,3,5,6,0,,2,1968.0,RFn,1,288,5,5,2,356,0,0,0,0,0,,2,0,0,11,2006,8,4,138500
691,692,9,3,104.0,21535,1,0,0,3,0,0,0,15,2,2,0,5,10,5,1994,1995,1,7,6,6,2,1170.0,0,4,2,1,4,2,3,1455,6,0,989,2444,1,0,1,5,2444,1872,0,4316,0,1,3,1,4,1,0,10,6,2,Ex,2,1994.0,Fin,3,832,5,5,2,382,50,0,0,0,0,,0,0,0,1,2007,8,4,755000
1414,1415,8,3,64.0,13053,1,2,3,0,0,4,0,3,2,2,0,0,6,6,1923,2000,2,1,13,14,3,0.0,3,4,0,4,4,4,6,0,6,0,833,833,1,2,1,5,1053,795,0,1848,0,0,1,1,4,1,2,8,6,1,Gd,6,1922.0,Unf,2,370,5,5,0,0,0,0,0,220,0,,0,0,0,6,2008,8,4,207000
455,456,4,3,80.0,9600,1,0,3,3,0,4,0,14,2,2,0,2,7,5,1973,1973,3,1,6,6,2,320.0,3,4,1,4,4,4,1,916,6,0,326,1242,1,1,1,5,1242,0,0,1242,0,0,1,1,3,1,3,6,6,1,TA,2,1973.0,Unf,2,528,5,5,2,0,0,0,0,0,0,,0,0,0,9,2007,8,4,175500
84,85,12,3,69.0,8530,1,0,0,3,0,4,0,8,2,2,0,7,7,4,1995,1996,1,1,6,6,2,22.0,3,4,2,3,4,4,6,0,6,0,384,384,1,2,1,5,804,670,0,1474,0,0,2,1,3,1,3,7,6,1,TA,4,1995.0,Fin,2,400,5,5,2,120,72,0,0,0,0,,0,3,700,5,2009,8,4,168500
993,994,9,3,68.0,8846,1,0,3,3,0,4,0,5,2,2,0,5,6,4,2005,2006,1,1,12,13,3,0.0,3,4,2,3,4,4,6,0,6,0,750,750,1,0,1,5,750,750,0,1500,0,0,2,1,3,1,2,6,6,0,,2,2005.0,RFn,2,564,5,5,2,0,35,0,0,0,0,,0,0,0,8,2006,6,5,173900
1229,1230,12,3,70.0,7910,1,0,3,3,0,4,0,12,2,2,0,7,5,4,1960,1960,3,1,3,6,3,0.0,3,4,1,4,4,4,1,666,6,0,409,1075,1,2,1,5,1507,0,0,1507,0,0,2,0,4,1,3,7,0,0,,3,1960.0,Unf,1,404,5,5,2,0,0,0,0,0,0,,2,0,0,8,2008,8,4,127000
1171,1172,4,3,76.0,9120,1,0,3,3,0,4,0,12,2,2,0,2,6,5,1958,1958,3,1,8,8,3,0.0,3,4,1,4,4,4,1,662,6,0,599,1261,1,0,1,5,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,TA,2,1958.0,RFn,2,433,5,5,2,0,0,0,0,288,0,,0,3,1400,11,2008,8,4,163000
622,623,4,3,71.0,7064,1,0,3,3,0,4,0,19,2,2,0,2,5,5,1977,1977,1,1,9,10,2,153.0,3,4,1,4,4,4,2,560,6,0,420,980,1,4,1,5,980,0,0,980,0,0,1,0,3,1,3,6,6,0,,6,1986.0,Unf,2,484,5,5,2,192,0,0,0,0,0,,0,0,0,7,2009,8,4,135000
780,781,4,3,63.0,7875,1,0,3,3,0,4,0,8,2,2,0,2,7,4,1995,1996,1,1,6,6,2,38.0,3,4,2,3,2,4,6,0,6,0,1237,1237,1,2,1,5,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,TA,2,1995.0,Fin,2,402,5,5,2,220,21,0,0,0,0,,0,0,0,6,2007,8,4,176000
613,614,4,3,70.0,8402,1,0,3,3,0,4,0,11,1,2,0,2,5,4,2007,2007,1,1,12,13,3,0.0,3,4,2,3,4,4,1,206,6,0,914,1120,1,0,1,5,1120,0,0,1120,0,0,1,0,3,1,3,6,6,0,,0,,,0,0,0,0,2,0,30,0,0,0,0,,0,0,0,12,2007,6,5,147000
734,735,4,3,69.0,8978,1,0,0,3,0,0,0,19,2,2,0,2,5,4,1968,1968,1,1,9,10,3,0.0,3,4,2,4,4,4,6,0,6,0,948,948,1,4,1,5,948,0,0,948,0,0,1,0,3,1,3,6,6,0,,2,1968.0,Unf,1,300,5,5,2,147,0,0,0,0,0,,0,0,0,5,2007,8,3,108000
25,26,4,3,110.0,14230,1,0,3,3,0,0,0,16,2,2,0,2,8,4,2007,2007,1,1,12,13,4,640.0,2,4,2,3,4,4,6,0,6,0,1566,1566,1,0,1,5,1600,0,0,1600,0,0,2,0,3,1,2,7,6,1,Gd,2,2007.0,RFn,3,890,5,5,2,0,56,0,0,0,0,,0,0,0,7,2009,8,4,256300
749,750,8,3,50.0,8405,1,0,3,3,0,4,0,7,2,2,0,0,4,2,1945,1950,1,1,14,15,3,0.0,3,4,3,0,0,0,0,0,0,0,0,0,5,4,0,2,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,,6,1945.0,Unf,1,240,5,5,0,92,0,185,0,0,0,,0,0,0,4,2009,8,4,98000
1352,1353,8,4,50.0,6000,1,0,3,3,0,4,0,3,2,2,0,0,6,8,1937,2000,1,1,8,8,3,0.0,2,4,0,4,4,4,6,0,6,0,698,698,1,4,1,5,786,390,0,1176,0,0,1,0,2,1,3,4,6,0,,6,1999.0,Unf,2,624,5,5,0,210,0,0,0,0,0,,0,0,0,7,2009,8,4,134900
883,884,11,3,60.0,6204,1,0,3,0,0,4,0,18,2,2,0,3,4,4,1912,1950,1,1,13,14,3,0.0,2,4,2,4,1,4,6,0,6,0,795,795,1,4,0,5,954,795,481,2230,1,0,1,0,5,1,3,10,6,0,,6,1997.0,Unf,1,440,5,3,2,0,188,0,0,0,0,,0,0,0,3,2006,8,4,118500
711,712,8,0,66.0,8712,1,2,3,1,0,4,1,9,2,2,0,0,4,6,1900,1950,1,1,8,8,3,0.0,3,4,4,4,4,3,6,0,6,0,859,859,1,2,1,5,859,319,0,1178,0,0,1,0,2,1,3,7,6,0,,6,1964.0,RFn,1,384,5,5,0,68,0,98,0,0,0,,0,0,0,1,2010,8,0,102776
520,521,3,3,60.0,10800,1,1,3,3,0,4,0,17,2,2,1,5,4,6,1900,2000,1,1,8,8,3,0.0,3,4,0,0,0,0,0,0,0,0,0,0,1,4,0,1,694,600,0,1294,0,0,2,0,3,2,3,7,6,0,,0,,,0,0,0,0,0,220,114,210,0,0,0,,0,0,0,8,2008,8,4,106250
1054,1055,9,3,90.0,11367,1,0,3,3,0,0,0,5,2,2,0,5,8,4,2002,2002,1,1,12,13,2,210.0,2,4,2,3,4,3,3,932,6,0,133,1065,1,0,1,5,1091,898,0,1989,1,0,2,1,3,1,2,7,6,1,Gd,2,2002.0,Fin,2,586,5,5,2,199,60,0,0,0,0,,0,0,0,11,2006,8,4,255000
1398,1399,8,3,60.0,7200,1,0,3,3,0,4,0,12,2,2,0,0,5,3,1950,1982,1,1,12,14,3,0.0,3,4,1,4,4,4,5,180,2,70,676,1208,1,2,1,1,1136,768,0,1904,1,0,1,1,3,1,3,7,2,0,,2,1950.0,Unf,1,240,5,5,2,0,0,168,0,0,0,,1,0,0,5,2009,8,4,138000
318,319,9,3,90.0,9900,1,0,3,2,0,4,1,15,2,2,0,5,7,4,1993,1993,1,1,6,6,2,256.0,2,4,2,3,4,2,3,987,6,0,360,1347,1,0,1,5,1372,1274,0,2646,1,0,2,1,4,1,2,9,6,1,TA,2,1993.0,RFn,3,656,5,5,2,340,60,144,0,0,0,,0,0,0,4,2009,8,4,260000
125,126,3,4,60.0,6780,1,0,3,3,0,4,0,9,2,2,1,0,6,7,1935,1982,1,1,13,14,3,0.0,3,1,1,4,4,1,3,490,6,0,30,520,1,2,0,5,520,0,234,754,1,0,1,0,2,1,3,5,6,0,,0,,,0,0,0,0,0,53,0,0,0,0,0,,0,0,0,6,2006,8,4,84500
1312,1313,9,3,69.0,9572,1,0,0,3,0,4,0,15,2,2,0,5,8,4,1990,1990,1,1,13,14,2,336.0,2,4,2,1,4,4,3,482,6,0,971,1453,1,0,1,5,1453,1357,0,2810,0,0,2,1,4,1,2,9,6,1,Ex,2,1990.0,RFn,2,750,3,3,2,500,0,0,0,0,0,,0,0,0,6,2007,8,4,302000
924,925,4,3,79.0,10240,1,0,3,3,0,4,0,14,2,2,0,2,6,5,1980,1980,1,1,9,10,2,157.0,3,2,1,3,4,4,2,625,4,6,0,1686,1,4,1,5,1686,0,0,1686,1,0,2,0,3,1,3,7,6,1,TA,2,1980.0,Unf,2,612,5,5,2,384,131,0,0,0,0,,0,0,0,5,2006,8,4,207500
487,488,4,3,70.0,12243,1,0,0,3,0,4,0,14,2,2,0,2,5,5,1971,1971,1,1,9,10,3,0.0,3,4,1,3,4,1,1,998,6,0,486,1484,1,2,1,5,1484,0,0,1484,0,0,2,0,3,1,3,7,6,1,TA,2,1971.0,Unf,2,487,5,5,2,224,0,0,0,180,0,,0,0,0,2,2007,8,4,175000
1337,1338,5,4,153.0,4118,1,1,0,0,0,0,1,17,1,2,0,2,4,3,1941,1950,1,1,13,14,3,0.0,3,4,1,4,4,4,6,0,6,0,693,693,3,1,0,1,693,0,0,693,0,0,1,0,2,1,1,4,6,0,,0,,,0,0,0,0,0,0,20,0,0,0,0,,0,0,0,3,2006,8,4,52500
233,234,4,3,75.0,10650,1,0,3,3,0,0,0,5,2,2,0,2,5,5,1976,1976,1,1,6,6,3,0.0,3,4,1,4,2,1,4,182,1,127,0,894,1,4,1,5,894,0,0,894,1,0,1,0,3,1,3,5,6,0,,2,1976.0,Unf,1,308,5,5,2,365,0,0,0,0,0,,3,0,0,2,2010,8,4,128200
1316,1317,4,3,61.0,10226,1,0,0,3,0,4,0,5,2,2,0,2,8,4,2008,2008,1,1,12,13,4,270.0,2,4,2,1,4,2,6,0,6,0,1622,1622,1,0,1,5,1630,0,0,1630,1,0,2,0,3,1,0,8,6,1,Gd,2,2008.0,RFn,3,860,5,5,2,172,42,0,0,0,0,,0,0,0,1,2009,8,4,295493
660,661,9,3,69.0,12384,1,0,3,3,0,1,0,14,2,2,0,5,7,6,1976,1976,1,1,9,10,2,233.0,3,4,1,3,4,4,6,0,6,0,793,793,1,4,1,5,1142,793,0,1935,0,0,2,1,3,1,3,7,6,1,TA,2,1976.0,RFn,2,550,5,5,2,0,113,252,0,0,0,,0,0,0,11,2007,8,4,197900
154,155,5,4,84.0,11340,1,0,3,3,0,0,0,17,2,2,0,2,6,4,1923,1950,1,1,13,14,3,0.0,3,4,0,4,4,4,6,0,6,0,1200,1200,1,4,1,1,1200,0,0,1200,0,0,1,0,4,1,3,7,6,0,,6,1923.0,Unf,1,312,2,2,2,0,0,228,0,0,0,,0,0,0,3,2006,8,3,125000
502,503,4,3,70.0,9170,1,0,3,3,0,0,0,7,1,2,0,2,5,6,1965,1965,3,1,8,8,3,0.0,3,4,1,4,4,4,1,698,3,142,420,1214,1,0,1,5,1214,0,0,1214,1,0,1,0,2,1,3,6,6,0,,6,1965.0,Unf,2,461,2,2,2,0,0,184,0,0,0,,1,3,400,4,2007,8,4,140000
1321,1322,4,3,69.0,6627,1,0,0,3,0,0,0,3,1,2,0,2,3,5,1949,1950,3,1,12,13,3,0.0,3,4,1,0,0,0,0,0,0,0,0,0,0,4,0,5,720,0,0,720,0,0,1,0,2,1,3,4,6,0,,6,1955.0,Unf,1,287,5,2,2,0,0,0,0,0,0,,0,0,0,7,2008,8,4,72500
259,260,4,4,70.0,12702,1,0,3,3,0,4,0,17,2,2,0,2,5,4,1956,1956,1,1,3,3,3,0.0,3,4,2,0,0,0,0,0,0,0,0,0,1,2,1,1,882,0,0,882,0,0,1,0,2,1,3,4,6,0,,6,1956.0,Unf,1,308,5,5,2,0,45,0,0,0,0,,0,0,0,12,2008,8,4,97000
1355,1356,12,3,102.0,10192,1,0,0,3,0,4,0,14,2,2,0,7,7,5,1968,1992,1,1,8,8,2,143.0,3,4,1,4,4,4,6,0,6,0,570,570,1,2,1,5,1222,698,0,1920,0,0,3,0,4,1,2,8,6,1,TA,2,1968.0,RFn,2,487,5,5,2,0,98,0,0,0,0,,1,0,0,9,2006,8,4,170000
943,944,14,3,100.0,25000,1,0,3,2,0,4,0,11,2,2,2,2,5,3,1967,1967,1,1,6,10,3,0.0,3,4,1,4,4,1,6,0,6,0,1632,1632,1,4,1,5,1632,0,0,1632,0,0,2,0,4,2,3,8,6,0,,2,1967.0,Unf,2,576,5,5,1,0,0,0,0,0,0,,0,0,0,6,2007,8,4,143000
1150,1151,4,3,57.0,8280,1,0,0,3,0,4,0,12,2,2,0,2,6,4,1950,1950,1,1,3,3,3,0.0,3,4,1,4,4,4,6,0,6,0,932,932,1,0,1,1,932,0,0,932,0,0,1,0,2,1,2,4,6,1,Gd,2,1950.0,Unf,1,306,5,5,2,0,0,214,0,0,0,,1,0,0,11,2007,8,4,124000
1387,1388,8,4,60.0,8520,1,1,3,3,0,4,0,17,0,2,0,0,6,6,1916,1950,1,1,11,12,3,0.0,3,2,0,4,4,4,5,168,4,105,0,714,2,4,0,5,1664,862,0,2526,0,0,2,0,5,1,2,10,6,1,Gd,6,1916.0,Unf,1,216,5,5,2,88,15,0,0,0,0,,2,0,0,8,2007,1,3,136000
317,318,9,1,75.0,9000,1,0,3,3,0,4,0,21,2,2,0,5,8,4,2006,2006,1,1,12,13,3,0.0,2,4,2,3,4,1,6,0,6,0,1088,1088,1,0,1,5,1088,871,0,1959,0,0,2,1,3,1,2,8,6,1,Gd,2,2006.0,RFn,3,1025,5,5,2,208,46,0,0,0,0,,0,0,0,12,2007,8,4,270000
642,643,12,3,75.0,13860,1,0,3,3,0,4,0,12,2,2,0,7,8,6,1972,1995,1,1,9,14,3,0.0,2,4,1,3,4,2,3,1410,6,0,542,1952,1,2,1,5,2000,704,0,2704,1,0,2,1,4,1,0,9,6,3,TA,2,1972.0,Fin,2,538,5,5,2,269,111,0,0,0,0,,3,0,0,7,2009,8,4,345000
1221,1222,4,3,55.0,8250,1,0,3,3,0,4,0,19,1,2,0,2,5,4,1968,1968,3,1,6,6,3,0.0,3,4,1,4,4,4,2,250,4,96,210,952,1,0,1,5,1211,0,0,1211,0,0,1,0,3,1,3,5,6,1,TA,2,1968.0,Unf,1,322,5,5,2,0,63,0,0,0,0,,0,0,0,8,2008,8,4,134000
1120,1121,5,4,59.0,8263,1,0,3,0,0,4,1,9,2,2,0,2,6,4,1920,1950,1,1,3,3,3,0.0,3,4,0,4,4,4,6,0,6,0,1012,1012,1,4,1,1,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,Gd,6,1920.0,Unf,1,308,5,5,2,0,22,112,0,0,0,,3,0,0,5,2007,8,4,118400
972,973,0,3,55.0,7892,1,0,3,3,0,4,0,20,2,2,4,2,6,4,1979,1979,1,1,9,10,3,0.0,3,4,1,3,4,4,6,0,6,0,918,918,1,4,1,5,918,0,0,918,0,0,2,0,2,1,3,5,6,1,TA,2,1979.0,Unf,1,264,5,5,2,28,0,0,0,0,0,,0,0,0,4,2010,8,4,99500
96,97,4,3,78.0,10264,1,0,0,3,0,4,0,5,2,2,0,2,7,4,1999,1999,1,1,12,13,2,183.0,2,4,2,3,4,1,1,1162,6,0,426,1588,1,0,1,5,1588,0,0,1588,0,0,2,0,3,1,2,6,6,0,,2,1999.0,RFn,2,472,5,5,2,158,29,0,0,0,0,,0,0,0,8,2006,8,4,214000
1172,1173,1,1,35.0,4017,1,2,0,3,0,4,0,21,2,2,4,5,7,4,2006,2007,1,1,8,8,3,0.0,2,4,2,3,4,4,6,0,6,0,625,625,1,0,1,5,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,,6,2006.0,Fin,2,625,5,5,2,0,54,0,0,0,0,,0,0,0,3,2008,8,4,171900
1286,1287,4,3,69.0,9790,1,0,3,3,0,4,0,14,1,2,0,2,6,4,1963,1963,3,1,6,6,2,451.0,3,4,1,4,4,4,1,569,5,134,678,1328,1,4,1,5,1328,0,0,1328,1,0,1,1,3,1,3,6,6,2,Gd,2,1963.0,Unf,2,528,5,5,2,0,26,0,0,0,0,,0,0,0,6,2010,8,4,143000
886,887,14,3,70.0,8393,1,0,3,3,0,0,0,12,2,2,2,2,5,4,1959,2005,1,1,8,8,2,122.0,3,4,1,4,4,4,4,528,6,0,1098,1626,1,0,1,5,1712,0,0,1712,0,0,2,0,4,2,3,8,6,0,,2,2005.0,Fin,2,588,5,5,2,272,54,0,0,0,0,,0,0,0,6,2006,8,3,145000
948,949,9,3,65.0,14006,1,0,0,3,0,4,0,5,2,2,0,5,7,4,2002,2002,1,1,12,13,2,144.0,2,4,2,3,4,0,6,0,6,0,936,936,1,0,1,5,936,840,0,1776,0,0,2,1,3,1,2,7,6,1,TA,2,2002.0,RFn,2,474,5,5,2,144,96,0,0,0,0,,0,0,0,2,2006,8,4,192500
119,120,9,3,65.0,8461,1,0,3,3,0,4,0,5,2,2,0,5,6,4,2005,2006,1,1,12,13,3,0.0,2,4,2,3,4,4,6,0,6,0,728,728,1,0,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,Gd,2,2005.0,Fin,2,390,5,5,2,0,24,0,0,0,0,,0,0,0,7,2006,6,5,163990
338,339,4,3,91.0,14145,1,0,3,3,0,0,0,14,2,2,0,2,7,6,1984,1998,1,1,13,14,3,0.0,2,4,1,3,4,3,1,213,6,0,995,1208,1,0,1,5,1621,0,0,1621,1,0,2,0,3,1,2,8,6,0,,2,1984.0,RFn,2,440,5,5,2,108,45,0,0,0,0,,0,3,400,5,2006,8,4,202500
913,914,14,2,82.0,6270,1,0,3,1,0,4,0,6,2,2,2,5,5,5,1949,1950,1,1,8,8,3,0.0,3,4,1,4,4,4,2,284,6,0,717,1001,1,4,0,1,1001,1001,0,2002,0,0,2,0,4,2,3,8,6,0,,1,1949.0,Unf,3,871,5,5,2,0,0,0,0,0,0,,0,0,0,8,2007,8,4,145000
403,404,9,3,93.0,12090,1,0,3,3,0,0,0,15,2,2,0,5,8,4,1998,1998,3,1,12,13,2,650.0,2,4,2,3,4,4,6,0,6,0,1141,1141,1,2,1,5,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,TA,4,1998.0,Fin,2,420,5,5,2,144,123,0,0,0,0,,0,0,0,7,2006,8,0,258000
1006,1007,4,3,69.0,12155,1,0,2,3,0,4,0,12,4,2,0,2,6,2,1970,1970,1,1,9,10,3,0.0,3,4,1,3,4,4,4,1237,6,0,420,1657,1,2,1,5,1657,0,0,1657,0,1,2,0,3,1,3,7,6,1,TA,2,1970.0,Unf,2,484,5,5,2,0,0,0,0,147,0,,0,0,0,3,2007,8,4,163500
1057,1058,9,3,69.0,29959,1,0,1,3,0,2,0,15,2,2,0,5,7,5,1994,1994,1,1,6,6,3,0.0,2,4,2,3,4,4,3,595,6,0,378,973,1,0,1,5,979,871,0,1850,0,0,2,1,3,1,2,7,6,1,Gd,4,1994.0,Fin,2,467,5,5,2,168,98,0,0,0,0,,0,0,0,1,2009,8,4,248000
41,42,4,3,115.0,16905,1,0,3,3,0,4,0,23,2,2,0,2,5,5,1959,1959,1,1,12,13,3,0.0,3,2,1,4,4,2,2,967,6,0,383,1350,1,2,1,5,1328,0,0,1328,0,1,1,1,2,1,3,5,6,2,Gd,2,1959.0,RFn,1,308,5,5,1,0,104,0,0,0,0,,0,0,0,7,2007,8,4,170000
1151,1152,4,3,134.0,17755,1,0,3,3,0,4,0,7,2,2,0,2,5,3,1959,1959,1,1,6,10,2,132.0,3,4,1,4,4,4,2,176,6,0,1290,1466,1,4,1,5,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,Gd,2,1959.0,Fin,2,528,5,5,2,0,140,0,0,100,0,,0,0,0,11,2006,8,4,149900
748,749,4,3,59.0,10593,1,0,0,3,0,4,0,15,2,2,0,2,7,4,1996,1996,3,1,12,13,2,338.0,2,4,2,3,4,4,3,919,6,0,801,1720,1,0,1,5,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,TA,2,1996.0,Fin,2,527,5,5,2,240,56,154,0,0,0,,0,0,0,3,2010,8,4,260400
1178,1179,8,3,54.0,7681,1,0,0,3,0,2,0,6,2,2,0,0,5,5,1921,1950,1,1,13,14,3,0.0,3,4,0,4,4,4,6,0,6,0,731,731,1,0,1,5,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,Gd,6,1921.0,Unf,1,186,2,5,2,192,0,102,0,0,0,,0,0,0,7,2009,8,4,154900
553,554,4,3,67.0,8777,1,0,3,3,0,4,0,7,1,2,0,2,4,4,1949,2003,1,1,12,13,3,0.0,3,4,1,0,0,0,0,0,0,0,0,0,1,0,1,5,1126,0,0,1126,0,0,2,0,2,1,2,5,6,0,,6,2002.0,Fin,2,520,5,5,0,0,96,0,0,0,0,,3,0,0,5,2009,8,4,108000
915,916,1,4,21.0,2001,1,0,3,3,0,4,0,10,2,2,3,5,4,4,1970,1970,1,1,5,5,2,80.0,3,4,1,4,4,4,6,0,6,0,546,546,1,1,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,6,0,,2,1970.0,Unf,1,286,5,5,2,0,0,0,0,0,0,,0,0,0,1,2007,8,4,75000
484,485,4,3,69.0,7758,1,0,0,3,0,0,0,19,2,2,0,2,5,6,1962,2001,1,1,6,10,3,0.0,3,2,1,4,4,4,1,588,6,0,411,999,1,2,1,5,999,0,0,999,1,0,1,0,3,1,2,6,6,0,,6,1963.0,Unf,1,264,5,5,2,0,132,0,0,0,0,,0,0,0,3,2007,8,4,132500
1410,1411,9,3,79.0,12420,1,0,3,3,0,4,0,5,2,2,0,5,7,4,2001,2001,1,1,12,13,3,0.0,2,4,2,3,4,4,3,666,6,0,278,944,1,0,1,5,944,896,0,1840,1,0,2,1,3,1,2,6,6,0,,2,2001.0,RFn,2,622,5,5,2,0,45,0,0,0,0,,0,0,0,6,2009,8,4,230000
175,176,4,3,84.0,12615,1,0,3,3,0,0,0,7,2,2,0,2,6,6,1950,2001,1,1,14,15,3,0.0,3,4,1,4,2,1,1,477,6,0,725,1202,1,4,1,5,2158,0,0,2158,1,0,2,0,4,1,2,7,6,1,Gd,2,1950.0,Unf,2,576,5,5,2,0,29,39,0,0,0,,3,0,0,6,2007,8,4,243000
939,940,10,3,69.0,24090,1,0,3,3,0,4,0,4,2,2,0,5,7,6,1940,1950,1,1,8,8,3,0.0,3,2,1,4,4,3,6,0,6,0,1032,1032,1,0,1,5,1207,1196,0,2403,0,0,2,0,4,1,3,10,6,2,TA,2,1940.0,Unf,1,349,5,5,2,56,0,318,0,0,0,,0,0,0,6,2010,0,4,244400
435,436,9,3,43.0,10667,1,0,1,3,0,1,0,5,4,2,0,5,7,5,1996,1996,1,1,12,13,3,0.0,2,4,2,3,4,1,3,385,1,67,70,799,1,0,1,5,827,834,0,1661,1,0,2,1,3,1,2,6,6,1,TA,2,1996.0,RFn,2,550,5,5,2,158,61,0,0,0,0,,0,0,0,4,2009,5,4,212000
931,932,4,3,70.0,9100,1,0,3,3,0,4,0,12,2,2,0,2,5,5,1965,1965,1,1,12,13,3,0.0,3,4,1,4,4,4,2,338,5,88,121,925,1,0,1,5,925,0,0,925,0,1,1,0,2,1,3,5,6,0,,6,1965.0,Unf,1,429,5,5,2,0,0,0,0,0,0,,2,0,0,7,2009,8,4,117500
1051,1052,4,3,103.0,11175,1,0,0,3,0,0,0,5,2,2,0,2,7,4,2007,2007,1,1,12,13,3,0.0,2,4,2,3,4,1,6,0,6,0,1316,1316,1,0,1,5,1316,0,0,1316,0,0,2,0,3,1,2,6,6,1,Gd,2,2007.0,Fin,2,440,5,5,2,0,20,0,0,0,0,,0,0,0,10,2007,6,5,200141
375,376,5,3,69.0,10020,1,0,0,2,0,4,2,7,2,2,0,2,1,0,1922,1950,1,1,13,14,3,0.0,1,1,0,2,3,2,2,350,6,0,333,683,1,2,0,1,904,0,0,904,1,0,0,1,1,1,1,4,0,0,,0,,,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,3,2009,8,4,61000
189,190,0,3,41.0,4923,1,0,3,3,0,4,0,22,2,2,4,2,8,4,2001,2002,1,1,5,5,3,0.0,2,4,2,1,4,1,3,1153,6,0,440,1593,1,0,1,5,1593,0,0,1593,1,0,1,1,0,1,0,5,6,1,Gd,2,2001.0,Fin,2,682,5,5,2,0,120,0,0,224,0,,0,0,0,8,2008,8,4,286000
89,90,4,3,60.0,8070,1,0,3,3,0,4,0,5,2,2,0,2,4,4,1994,1995,1,1,12,13,3,0.0,3,4,2,3,4,4,3,588,6,0,402,990,1,0,1,5,990,0,0,990,1,0,1,0,3,1,3,5,6,0,,0,,,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,8,2007,8,4,123600
141,142,4,3,78.0,11645,1,0,3,3,0,4,0,5,2,2,0,2,7,4,2005,2005,1,1,12,13,3,0.0,2,4,2,3,4,1,3,1300,6,0,434,1734,1,0,1,5,1734,0,0,1734,1,0,2,0,3,1,2,7,6,0,,2,2005.0,Fin,2,660,5,5,2,160,24,0,0,0,0,,0,0,0,1,2006,8,4,260000
1434,1435,4,3,80.0,17400,1,0,3,2,0,4,1,11,2,2,0,2,5,4,1977,1977,1,1,3,3,3,0.0,3,4,1,4,4,4,1,936,6,0,190,1126,1,1,1,5,1126,0,0,1126,1,0,2,0,3,1,3,5,6,1,Gd,2,1977.0,RFn,2,484,5,5,1,295,41,0,0,0,0,,0,0,0,5,2006,8,4,160000
300,301,3,3,90.0,15750,1,0,3,3,0,0,0,6,2,2,1,2,5,4,1953,1953,3,1,8,8,2,56.0,3,4,1,4,4,3,2,841,6,0,324,1165,1,4,1,5,1336,0,0,1336,1,0,1,0,2,1,3,5,6,2,Gd,2,1953.0,Unf,1,375,5,5,2,0,0,0,0,0,0,,0,0,0,6,2006,8,4,157000
127,128,7,4,55.0,4388,1,0,0,0,0,4,0,17,1,2,0,1,5,6,1930,1950,1,1,14,14,3,0.0,3,2,0,4,4,4,4,116,6,0,556,672,1,0,1,5,840,0,0,840,0,0,1,0,3,1,3,5,6,1,TA,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,2007,8,4,87000
